CustomerID,R,F,M
13518,86.0,1,627.16
13519,78.0,1,122.75
13520,223.0,6,2984.3500000000004
13521,5.333333333333333,3,1070.4699999999998
13522,30.0,1,125.80000000000001
13523,169.2,5,3964.8799999999997
13524,123.6,5,680.1800000000001
13525,131.5,2,628.78
13527,138.0,7,2242.36
13529,142.0,2,307.76
13531,285.5,2,483.80000000000007
13532,34.0,1,210.30999999999983
13533,239.33333333333334,3,269.09000000000003
13534,213.36,25,5870.080000000001
13536,27.142857142857142,7,3444.39
13538,168.57142857142858,7,1280.85
13539,211.66666666666666,3,631.3399999999999
13544,140.5,2,276.06000000000006
13546,88.66666666666667,3,621.09
13548,170.0,2,678.1599999999999
13549,145.57142857142858,7,918.1999999999999
13551,319.0,1,91.80000000000001
13552,174.0,12,3740.0700000000006
13555,138.0,4,4098.879999999999
13557,154.5,2,584.06
13558,40.0,4,594.52
13560,7.0,1,171.42000000000004
13561,216.0,1,141.86
13562,156.33333333333334,3,1799.33
13563,112.0,2,777.53
13564,361.0,2,1174.0299999999997
13565,176.5,2,240.22000000000003
13566,62.0,2,856.84
13568,173.0,1,187.05000000000004
13569,192.5,2,337.11999999999995
13570,243.0,1,239.49000000000004
13571,117.66666666666667,12,2088.94
13572,206.0,1,1384.25
13573,151.5,2,290.25
13575,92.6,5,732.0699999999999
13576,171.05555555555554,18,6717.34
13577,127.25,4,1687.6
13579,192.0,2,467.03999999999996
13581,309.0,1,117.99999999999999
13583,156.0,1,781.0300000000002
13584,307.0,1,142.40000000000003
13587,64.0,1,712.4
13588,91.55555555555556,9,2478.95
13589,97.5,2,379.65
13590,159.33333333333334,6,1981.9199999999996
13591,178.66666666666666,3,1117.1299999999997
13592,179.75,4,247.96000000000004
13593,227.2,5,2011.88
13594,53.0,1,396.96999999999997
13596,9.5,2,664.1099999999999
13598,47.0,1,160.04000000000008
13599,121.28571428571429,21,5149.920000000001
13600,312.0,1,219.51999999999998
13601,128.0,2,693.3199999999999
13602,65.0,1,428.88999999999993
13603,26.0,1,164.34
13606,194.66666666666666,3,276.75
13607,40.0,1,675.5099999999996
13610,148.0,7,1082.3300000000002
13611,206.66666666666666,3,1154.4
13614,152.0,4,1585.4599999999998
13615,319.0,1,417.6900000000001
13617,111.0,3,544.1800000000001
13618,174.0,1,177.34000000000003
13621,117.0,1,213.85
13623,211.2,5,727.7400000000001
13626,253.0,1,257.22999999999996
13627,175.4,5,1638.47
13629,161.0,11,7792.360000000001
13630,153.28571428571428,7,2031.7800000000002
13631,177.36363636363637,11,3070.42
13632,143.8,5,2118.93
13634,159.0,5,1547.3599999999997
13635,68.0,1,1071.0300000000002
13636,191.6,5,949.1200000000001
13637,155.0,3,803.0499999999998
13638,16.0,1,122.64000000000001
13639,74.0,1,1033.3400000000001
13642,216.0,1,312.28
13643,105.33333333333333,3,519.44
13644,60.25,4,2624.2600000000007
13645,120.0,1,252.1
13647,122.75,4,1648.1200000000001
13649,311.5,2,346.6
13650,119.16666666666667,6,1836.34
13651,40.0,1,79.2
13652,224.0,3,1095.08
13654,158.0,6,2707.3299999999995
13655,178.0,2,932.97
13656,251.0,2,379.6500000000001
13657,106.5,2,382.14
13658,78.8,5,2639.17
13659,263.5,2,1563.0
13662,185.66666666666666,3,881.2600000000002
13663,179.0,1,189.47
13666,211.33333333333334,3,84.65
13667,149.0,1,299.04999999999984
13668,182.8095238095238,21,6309.83
13669,100.5,2,218.54999999999998
13670,75.0,1,349.70000000000016
13672,316.5,2,186.39000000000001
13673,25.5,2,387.44
13675,218.0,2,486.82
13678,152.0,1,232.60000000000005
13680,179.25,4,3719.1199999999994
13681,67.0,4,827.83
13682,187.0,1,59.5
13684,286.0,1,65.13000000000001
13685,24.714285714285715,7,3119.4400000000005
13686,183.0,1,72.0
13689,63.0,1,910.0
13690,59.0,1,172.25
13692,158.33333333333334,3,1488.3200000000006
13694,182.44,50,65039.619999999995
13695,148.86666666666667,15,2504.13
13697,39.0,1,151.3
13699,155.0,1,308.58
13700,184.9,10,2248.63
13703,318.0,1,99.5
13704,60.22222222222222,9,2308.0599999999995
13705,175.66666666666666,3,711.86
13706,303.0,1,330.78999999999996
13707,291.0,2,806.4099999999999
13708,271.0,1,283.3299999999999
13709,90.76923076923077,13,6307.649999999999
13710,32.0,1,180.48000000000002
13711,219.0,2,252.06
13712,247.0,1,228.83999999999997
13715,343.6,5,1077.39
13716,269.0,1,138.28
13717,154.66666666666666,6,1445.01
13718,271.0,2,306.55
13719,108.8,5,1041.68
13720,197.0,4,799.9000000000001
13721,36.0,1,524.14
13722,182.33333333333334,3,2375.4100000000008
13723,217.0,1,199.85000000000002
13725,238.0,8,1980.5599999999997
13726,70.0,2,1079.6599999999999
13727,31.5,2,333.48
13728,174.0,6,1016.1400000000001
13730,149.0,2,752.6000000000001
13731,233.0,2,610.5899999999999
13732,28.0,1,491.86
13735,119.5,4,2883.5400000000004
13736,132.5,2,729.7999999999998
13737,200.0,1,339.59999999999997
13739,18.0,1,216.9
13740,241.0,1,350.75
13741,157.66666666666666,3,668.4300000000001
13742,196.83333333333334,12,3107.87
13743,135.14285714285714,7,1341.6
13744,193.5,2,1080.52
13745,162.0,1,300.03999999999996
13747,374.0,1,79.6
13748,209.0,5,948.2499999999999
13750,199.8,5,1647.2600000000002
13751,288.0,1,296.24999999999994
13752,188.83333333333334,6,1175.38
13753,288.0,1,741.26
13754,234.5,2,282.6
13755,30.666666666666668,9,2108.0599999999995
13756,142.14285714285714,14,5189.52
13758,225.71428571428572,7,3190.55
13759,52.0,2,659.41
13760,155.0,2,286.78999999999996
13761,115.0,2,1070.65
13762,219.0,1,306.72
13763,63.0,1,1714.9599999999998
13764,184.0,3,1516.42
13767,205.27027027027026,37,17220.36
13769,173.8,10,2796.5099999999993
13771,143.5,4,2634.45
13772,123.66666666666667,3,1122.63
13774,82.0,1,344.99999999999994
13777,222.54545454545453,33,25977.159999999996
13778,103.0,1,178.7
13780,89.0,2,360.01000000000005
13781,251.0,1,127.84000000000002
13782,136.16666666666666,6,908.8600000000001
13784,189.72727272727272,11,2462.79
13786,367.0,1,230.4
13787,220.0,2,309.04
13790,4.0,1,348.79999999999995
13791,148.0,2,1516.0
13792,176.5,2,195.55
13798,184.98245614035088,57,37153.85000000001
13799,205.5,2,688.8599999999999
13800,310.0,1,558.3199999999997
13801,67.0,1,324.79999999999995
13802,235.33333333333334,3,4599.42
13803,255.0,1,277.07000000000005
13804,117.85714285714286,7,2588.39
13805,90.5,2,924.5999999999999
13806,64.0,1,256.38
13807,367.0,1,112.6
13808,62.0,5,1747.6599999999999
13809,305.0,1,155.05
13810,42.5,2,827.51
13811,211.5,2,519.75
13812,70.33333333333333,3,484.99999999999994
13813,83.75,4,1168.8600000000001
13814,114.5,2,1579.12
13815,134.0,4,3667.3600000000006
13816,44.0,2,499.6700000000001
13817,190.5,2,328.9800000000001
13819,310.3333333333333,3,1140.35
13821,203.5,2,385.63999999999993
13822,23.0,2,632.0
13823,55.5,2,957.66
13824,184.8,5,1698.9399999999996
13826,176.0,1,189.5
13827,111.66666666666667,3,409.8
13828,22.0,1,209.49000000000004
13831,172.0,6,2198.45
13832,19.0,1,52.199999999999996
13833,159.0,1,383.8499999999999
13835,112.0,4,834.5700000000002
13837,265.0,2,266.59000000000003
13838,153.0,4,674.8199999999999
13841,253.0,1,85.0
13842,222.44444444444446,9,3385.6200000000003
13844,11.0,1,361.62
13845,65.0,1,312.98
13846,209.0,3,865.0600000000002
13848,252.0,3,1255.0
13849,111.5,2,1537.9499999999998
13850,129.0,1,1595.4799999999996
13851,170.66666666666666,3,2651.4600000000005
13853,57.0,1,1090.14
13854,204.76,25,8109.52
13856,185.33333333333334,3,388.5
13858,57.0,1,216.16999999999996
13859,326.0,1,201.16
13860,41.2,5,1245.8999999999999
13862,174.375,8,2209.3599999999997
13863,248.0,1,305.78000000000003
13865,168.0,4,501.55999999999995
13866,74.0,1,145.67
13867,108.0,3,1005.0900000000001
13868,23.0,2,3192.54
13869,264.0,4,3083.6499999999987
13870,117.875,8,2770.94
13871,151.15384615384616,13,6403.250000000001
13873,216.33333333333334,3,389.6
13874,358.0,1,540.45
13875,186.2,5,1786.79
13876,64.0,1,122.69999999999999
13877,86.0,1,117.24000000000001
13878,55.0,1,1271.57
13880,170.6153846153846,13,3219.77
13881,114.75,20,17159.519999999997
13882,30.2,5,1191.1299999999999
13883,184.2,5,2674.4800000000005
13884,186.8,5,787.6
13885,195.0,2,506.80000000000007
13886,71.0,1,243.56000000000003
13887,204.0,1,349.54999999999995
13888,169.0,2,595.6700000000001
13889,93.0,1,416.9
13890,64.5,10,1883.8100000000002
13892,97.75,4,632.97
13893,298.0,1,821.1
13894,119.33333333333333,3,564.62
13895,100.75,4,2593.0699999999997
13897,50.0,1,311.15999999999997
13898,326.0,1,155.93
13899,145.5,2,388.52000000000004
13900,213.0,3,740.95
13901,182.8,5,2867.2000000000007
13904,166.0,2,332.63999999999993
13908,174.75,4,2319.55
13911,208.88888888888889,9,2580.9100000000003
13914,24.0,2,626.45
13917,121.0,2,272.03999999999996
13918,151.5,2,1212.84
13919,90.5,2,348.80999999999995
13922,352.0,1,172.24999999999997
13923,54.0,1,351.13000000000005
13924,31.833333333333332,6,1838.85
13925,110.75,4,678.25
13926,23.0,1,223.85000000000002
13927,75.0,1,348.99
13928,70.5,4,464.57000000000005
13929,247.5,2,842.65
13930,97.5,2,337.3399999999999
13931,188.5,2,1237.5300000000007
13932,295.0,1,307.4
13933,128.5,2,608.79
13934,264.0,1,922.0999999999997
13936,180.0,1,376.58
13937,169.0,1,158.85
13938,35.0,1,71.66
13939,148.0,3,568.55
13940,85.5,4,839.14
13941,191.0,5,5112.960000000001
13946,183.0,3,561.5699999999999
13947,65.0,1,90.6
13948,361.0,1,101.99999999999999
13949,51.166666666666664,6,2427.32
13950,89.0,4,745.06
13951,235.33333333333334,3,674.4499999999999
13952,228.5,2,3251.0699999999997
13953,168.42857142857142,7,3515.6800000000003
13954,36.5,2,439.91999999999996
13955,230.0,2,322.96000000000004
13956,142.2,5,1019.27
13959,240.66666666666666,3,594.04
13960,46.5,2,230.22
13962,134.0,2,169.55
13963,334.0,4,664.54
13967,146.0,1,80.7
13969,141.33333333333334,18,9024.17
13971,155.5,8,2758.2599999999998
13972,136.5,2,190.25000000000003
13973,287.0,1,264.7
13974,49.0,1,413.59
13975,136.0,6,2461.24
13976,207.0,1,357.9800000000001
13978,30.0,2,196.79
13979,73.0,1,869.8700000000001
13980,60.0,1,200.14000000000001
13982,223.25,4,1871.8099999999997
13983,201.41666666666666,12,2603.43
13984,218.8,5,920.51
13985,95.93333333333334,15,7060.130000000002
13986,17.0,1,320.46000000000004
13988,126.0,6,4147.96
13989,152.5,2,1266.08
13990,213.0,1,311.3
13991,51.833333333333336,6,851.8799999999999
13992,30.0,1,76.8
13993,167.66666666666666,9,3466.36
13994,73.83333333333333,6,2274.14
13995,115.0,5,1393.69
13999,161.66666666666666,12,3901.8100000000013
14000,211.0,1,635.6600000000001
14001,217.33333333333334,3,2043.08
14002,145.0,2,529.73
14004,131.28571428571428,7,4582.64
14005,122.4,5,2874.7200000000003
14006,223.0,3,962.1899999999999
14009,201.5,2,695.6099999999999
14012,278.0,1,328.8
14013,177.33333333333334,3,473.02
14014,77.0,1,505.18000000000006
14015,53.0,1,917.34
14016,249.25,4,4291.21
14019,94.33333333333333,3,1421.6100000000001
14020,52.5,2,642.8
14021,207.33333333333334,3,631.9
14022,225.0,1,440.0
14023,128.5,2,584.07
14024,123.0,2,327.7
14027,61.0,1,104.82000000000002
14029,103.5,2,467.65999999999997
14030,219.25,8,2358.84
14031,196.68421052631578,19,17286.86
14032,161.9090909090909,11,2975.59
14034,112.0,3,648.8899999999999
14035,149.8,5,1428.02
14036,285.0,1,626.6499999999999
14037,270.5,2,147.20000000000005
14038,143.0,3,1560.38
14039,33.0,1,152.2
14040,180.66666666666666,12,3560.3200000000006
14041,266.0,1,141.41
14044,146.25,4,646.4200000000001
14045,289.75,4,1659.75
14046,284.0,1,151.58999999999997
14047,198.4,5,1308.6100000000001
14048,305.0,1,409.9299999999999
14049,173.75,4,5578.719999999999
14050,69.0,2,746.36
14051,175.69565217391303,23,15610.390000000001
14052,20.0,1,225.35999999999993
14053,142.0,2,260.25
14054,65.0,1,92.46
14055,106.0,1,725.6400000000001
14056,157.47826086956522,23,8152.710000000001
14057,184.11764705882354,17,6211.660000000002
14059,267.0,1,183.59999999999997
14060,200.52631578947367,19,6140.419999999999
14062,206.83333333333334,12,10464.850000000002
14064,176.2,5,1334.34
14066,267.0,1,152.55
14067,80.5,2,374.70000000000005
14068,320.0,1,265.85
14071,84.125,8,1422.7500000000002
14073,32.0,1,151.04
14075,95.33333333333333,3,942.26
14076,129.0,1,118.66999999999997
14077,160.0,5,499.41999999999996
14078,230.66666666666666,6,1049.37
14079,125.0,1,375.09999999999997
14080,33.0,1,45.599999999999994
14081,335.5,2,921.6199999999997
14082,365.0,1,182.24999999999997
14083,202.55555555555554,9,1002.9000000000001
14085,192.83333333333334,18,4421.29
14087,3.0,1,191.47
14088,110.23076923076923,13,50491.81000000001
14089,57.0,1,158.75
14090,325.0,1,76.32000000000001
14092,172.42857142857142,14,4076.9100000000003
14093,12.0,1,433.85999999999996
14096,54.64705882352941,17,53258.43000000009
14098,37.0,1,147.34999999999997
14099,184.0,11,3104.17
14100,138.0,1,191.95000000000002
14101,216.83333333333334,6,5976.789999999999
14102,24.4,5,1105.8799999999997
14104,160.5,2,216.21
14105,239.0,1,1266.2300000000002
14107,209.0,7,2703.23
14108,66.5,2,597.9100000000001
14109,73.0,1,144.2
14110,106.33333333333333,12,5683.149999999999
14111,114.5,4,692.85
14112,131.14285714285714,7,2915.15
14113,115.0,4,1840.42
14114,302.5,2,386.53000000000003
14116,66.0,5,1382.7400000000002
14117,144.0,1,90.0
14121,26.0,4,2780.1499999999996
14124,84.0,1,419.58000000000004
14125,39.333333333333336,3,2720.63
14126,10.0,3,643.6300000000001
14127,230.33333333333334,3,709.71
14128,158.5,2,637.5
14129,94.6,5,1123.86
14130,319.0,1,480.90999999999997
14132,88.18181818181819,11,3586.0299999999997
14133,192.0,3,605.64
14135,207.26666666666668,15,4690.3099999999995
14138,33.0,2,965.8800000000002
14139,46.0,1,415.81999999999994
14140,18.0,2,935.0499999999998
14141,60.5,4,915.1300000000001
14142,373.0,1,311.81000000000006
14143,134.0,1,115.8
14145,144.75,4,3742.2
14146,156.6,5,4191.0
14147,182.0,2,483.40000000000003
14148,234.0,1,157.2
14149,221.0,1,446.62000000000006
14150,198.0,2,658.6400000000001
14152,154.5,2,621.29
14154,239.0,2,1345.62
14155,266.0,1,118.75
14156,160.59259259259258,54,116560.08000000002
14157,152.5,2,424.8900000000001
14158,40.0,1,507.66000000000014
14159,142.0909090909091,11,4627.98
14161,287.6666666666667,3,1097.6200000000001
14162,233.5,2,289.36
14163,169.25,4,2445.91
14164,76.0,2,1631.7700000000002
14165,276.0,1,120.44
14167,199.5,4,562.59
14171,98.0,1,363.78999999999996
14173,71.5,4,450.84000000000003
14174,33.0,1,134.46
14175,187.0,3,3222.3
14176,322.25,4,576.9
14177,114.5,4,549.46
14178,81.28571428571429,7,1580.26
14179,46.5,2,701.5699999999997
14180,222.4,25,4748.520000000001
14184,67.0,1,452.89
14185,331.0,1,197.65
14188,148.5,6,2054.36
14189,177.46666666666667,15,4654.08
14191,102.76923076923077,13,4684.76
14193,169.0,2,853.3899999999999
14194,132.71428571428572,21,11349.520000000002
14195,227.0,2,1011.9999999999999
14196,107.0,1,335.52
14198,122.25,4,701.4
14199,218.0,1,185.39999999999998
14201,183.57142857142858,7,747.4399999999999
14204,2.0,1,150.60999999999996
14205,140.5,2,466.70000000000005
14206,239.0,1,328.1599999999999
14208,95.0,1,151.73999999999998
14209,179.83333333333334,6,2073.4300000000003
14210,256.3333333333333,6,1905.84
14211,172.11111111111111,9,2241.1
14212,90.0,1,1070.48
14214,137.2,5,1004.3799999999999
14215,215.0,6,1789.7200000000003
14216,16.25,4,1839.2999999999997
14217,164.1764705882353,17,2004.9799999999998
14218,43.0,1,169.48000000000002
14219,4.0,1,89.94
14220,302.5,2,632.4000000000001
14221,162.22222222222223,9,3432.8
14222,177.0,1,683.17
14223,171.33333333333334,3,991.1299999999999
14224,197.5,4,1009.7299999999999
14226,121.8,5,2214.7899999999995
14227,174.8,10,3350.96
14229,226.0,3,1547.1999999999998
14231,235.0,3,925.71
14232,149.4,5,2048.0699999999997
14233,222.5,4,1462.72
14234,38.5,4,754.1200000000001
14235,175.4,5,3144.86
14236,226.5,2,490.86000000000007
14237,373.0,1,161.00000000000003
14238,326.0,1,146.85
14239,179.72727272727272,11,2380.8500000000004
14240,128.0,2,890.3400000000003
14241,184.0,1,213.70000000000002
14242,280.5,2,280.54999999999995
14243,203.3,10,2588.7700000000004
14245,242.0,2,1693.4499999999998
14246,165.0,3,1474.0600000000002
14247,278.0,1,136.77
14248,318.0,1,302.58
14250,34.333333333333336,3,1904.0500000000006
14251,20.6,5,2879.7000000000007
14256,312.5,2,969.06
14257,170.0,5,3099.7200000000003
14258,205.0,9,12669.98
14259,142.0,1,120.0
14261,65.0,2,1163.4499999999998
14262,87.375,8,2618.2299999999996
14264,200.5,2,333.97
14265,129.0,2,530.1800000000001
14267,228.0,3,1516.24
14270,332.0,1,492.6499999999999
14271,226.0,1,112.32000000000002
14272,164.0,2,437.96000000000004
14273,161.75,4,559.97
14276,190.0,3,1119.7399999999998
14277,83.0,3,4152.000000000002
14280,197.0,1,134.04
14282,133.4,15,3701.44
14284,58.5,2,595.25
14285,78.0,4,1910.0100000000002
14286,104.33333333333333,3,4628.75
14287,135.33333333333334,3,176.63
14288,213.0,1,426.6
14289,175.16666666666666,6,911.26
14290,115.6,5,2314.6499999999996
14291,133.27272727272728,11,3883.25
14292,107.0,9,4871.929999999999
14293,206.0,4,1046.5599999999997
14295,40.0,1,166.2
14297,101.25,4,1305.33
14298,217.02272727272728,44,51527.30000000001
14299,180.66666666666666,9,3965.6199999999994
14300,19.0,1,43.2
14301,117.0,1,640.14
14304,223.0,1,383.45000000000005
14305,106.66666666666667,3,1858.96
14306,68.5,2,2093.3199999999997
14307,205.16666666666666,6,2995.72
14309,186.77777777777777,9,2352.53
14311,243.0,1,310.26
14312,207.66666666666666,6,1611.5900000000001
14314,107.0,1,120.0
14315,153.16666666666666,6,2481.1299999999997
14317,65.0,1,508.58
14320,270.0,2,477.7900000000001
14321,142.6,5,1530.7500000000002
14323,177.0,2,605.0600000000001
14326,242.0,1,183.85
14327,163.0,1,311.65000000000003
14329,137.0,7,4975.24
14331,129.5,2,462.65999999999997
14332,79.0,3,840.2099999999998
14333,68.0,1,415.2
14334,202.875,8,2552.21
14335,56.0,2,454.86
14336,177.5,4,1614.9099999999999
14338,178.5,2,588.2199999999999
14339,243.0,1,309.52
14340,219.0,1,134.7
14341,177.25,8,2166.98
14342,99.75,4,668.56
14344,262.125,8,889.9300000000002
14345,39.0,1,108.97999999999999
14346,209.0,2,1021.5800000000002
14348,260.0,1,409.57
14349,10.0,1,133.50000000000006
14350,274.0,1,282.92999999999995
14351,165.0,1,51.0
14352,205.5,4,1078.96
14353,215.0,1,90.6
14354,18.0,2,163.62
14355,366.0,1,174.4
14356,80.5,2,701.2299999999998
14357,43.0,1,225.12000000000012
14359,50.0,3,912.1800000000001
14360,65.75,4,2118.0299999999997
14362,22.0,1,151.50000000000003
14364,170.75,8,3717.35
14367,146.1875,16,9227.820000000002
14368,320.0,1,155.00000000000003
14371,295.0,1,100.5
14373,358.0,1,76.55
14375,185.0,1,235.56000000000003
14377,226.5,2,617.05
14379,169.5,2,348.09999999999997
14381,52.0,1,202.6800000000001
14382,26.0,1,615.4900000000001
14383,88.66666666666667,3,1247.69
14385,16.333333333333332,3,202.10999999999999
14386,297.0,1,142.4
14387,72.0,3,1727.6
14388,159.0,8,3212.84
14389,128.0,2,1043.46
14390,122.44444444444444,9,4642.57
14393,218.0,1,67.94999999999999
14395,196.11111111111111,9,3479.91
14396,218.0,2,487.98999999999995
14397,96.73684210526316,19,2612.9599999999996
14400,149.0,1,574.7
14401,146.0,13,4051.4800000000005
14403,183.75,4,1475.81
14404,211.5,6,1449.32
14406,119.0,1,156.75
14407,173.0,5,2142.73
14408,157.28571428571428,7,2599.0299999999997
14409,233.16666666666666,6,2059.4500000000003
14410,200.44444444444446,9,1099.27
14411,311.0,1,1063.0
14412,58.0,2,770.03
14413,362.0,1,121.05
14414,148.71428571428572,7,1496.98
14415,162.30769230769232,13,5855.57
14416,32.0,2,490.22
14418,45.666666666666664,3,1937.25
14419,133.83333333333334,6,1051.79
14420,99.0,1,387.52
14421,134.5,2,813.1099999999999
14422,96.5,6,4263.640000000001
14423,218.0,1,265.2
14424,18.0,1,322.08
14426,148.2,10,4481.669999999999
14427,57.0,2,363.34000000000003
14428,137.4,5,1224.06
14431,303.0,1,470.35999999999996
14432,46.333333333333336,6,2248.5
14434,51.5,6,1372.8
14436,99.0,1,89.06
14437,366.0,1,63.0
14438,306.0,1,131.9
14439,320.0,1,2661.24
14440,161.2,5,2357.6800000000003
14441,98.75,4,1712.89
14442,261.0,2,1589.8200000000002
14443,218.0,4,1420.1999999999998
14446,89.5,4,1005.5499999999998
14447,119.6,5,1163.23
14448,186.5,2,375.35
14449,175.5,4,885.8
14450,248.33333333333334,3,483.25
14451,127.5,2,643.8999999999999
14452,52.5,2,259.05
14453,190.0,1,119.93000000000002
14456,74.88888888888889,9,3014.3199999999993
14457,311.0,1,113.64
14459,155.0,1,1837.9199999999996
14460,197.66666666666666,3,434.34
14461,196.0,3,2102.67
14462,209.54545454545453,11,1975.5700000000002
14463,158.0,3,529.62
14465,265.6666666666667,3,1038.44
14466,195.42857142857142,7,2272.4
14467,100.5,4,596.26
14470,150.0,2,461.18999999999994
14472,226.375,8,1852.6699999999998
14473,178.0,2,234.34000000000003
14474,46.0,1,547.6600000000001
14475,187.66666666666666,3,925.8500000000001
14476,257.0,1,193.00000000000003
14477,138.0,4,1309.6
14479,309.5,2,316.25
14480,11.0,1,279.05
14481,226.0,2,636.51
14482,77.5,6,2022.8099999999997
14483,282.0,1,137.10000000000002
14484,50.0,1,321.91999999999996
14485,39.0,1,162.8
14487,115.16666666666667,6,1165.48
14488,68.0,1,1064.2800000000002
14489,207.0,1,463.38000000000005
14491,274.0,2,340.93
14493,51.2,5,2383.24
14494,26.0,1,139.56
14495,86.0,2,123.8
14496,342.5,2,538.81
14497,309.0,1,475.3699999999999
14498,171.4,5,1957.3200000000002
14499,146.33333333333334,3,808.4399999999999
14500,130.0,3,356.85
14501,252.0,2,251.21
14502,171.36363636363637,11,2426.7899999999986
14503,48.333333333333336,6,3543.26
14504,206.75,4,673.26
14505,193.5,8,5859.430000000001
14506,179.6,5,1960.6499999999996
14507,155.33333333333334,6,1367.88
14508,56.0,2,268.05
14511,67.2,5,1314.81
14512,210.0,2,275.28
14513,199.0,3,455.59000000000003
14514,197.66666666666666,3,990.1999999999999
14515,90.16666666666667,6,2076.8900000000003
14517,87.5,2,330.45000000000005
14518,64.0,1,174.37
14520,146.5,2,270.6
14522,96.5,4,974.54
14523,108.0,1,241.09000000000003
14524,171.44444444444446,9,1843.8300000000002
14525,182.66666666666666,9,4215.900000000001
14527,181.8909090909091,55,8506.13
14528,37.0,1,364.22
14529,82.33333333333333,3,578.6099999999999
14530,165.5,6,2862.1099999999997
14532,297.0,4,932.8499999999999
14533,110.42857142857143,7,1949.7200000000005
14534,172.22222222222223,18,4395.65
14535,145.33333333333334,3,2854.8399999999992
14536,260.0,1,170.95000000000002
14537,58.0,1,355.5600000000001
14538,160.5,2,388.24999999999994
14539,30.5,2,537.48
14540,131.66666666666666,3,952.6600000000001
14541,236.875,8,1453.3500000000001
14542,186.0,1,103.25000000000001
14543,196.9375,16,3560.080000000001
14544,193.0,2,2004.3000000000002
14546,114.8,5,2573.93
14547,21.25,8,3974.75
14548,234.5,2,652.8
14549,311.0,1,289.2399999999999
14550,28.0,2,757.3699999999999
14551,111.0,2,186.23000000000002
14552,152.0,1,164.22000000000003
14553,128.6,5,859.2699999999999
14554,25.5,4,2279.4900000000007
14555,179.5,2,312.54
14557,85.0,1,788.3800000000001
14560,159.63636363636363,22,2237.7700000000004
14561,140.66666666666666,3,1080.7599999999998
14562,102.11111111111111,18,5006.769999999999
14565,193.75,4,2949.120000000001
14566,111.0,1,1432.0
14567,93.5,2,1530.3600000000001
14569,1.0,1,227.39
14570,281.0,2,217.20999999999995
14572,163.71428571428572,7,2804.54
14573,241.77777777777777,9,1639.8199999999997
14576,372.0,1,35.400000000000006
14577,193.25,4,859.7099999999999
14578,3.0,1,168.63
14581,17.0,1,138.6
14582,41.0,1,114.11
14583,141.6,5,986.96
14584,186.75,4,1033.06
14585,50.0,1,157.05
14586,277.0,1,237.35999999999996
14587,238.0,9,1580.2900000000004
14589,372.0,1,39.75
14591,64.5,4,1320.21
14592,51.666666666666664,3,557.94
14593,140.0,3,617.1500000000001
14594,190.0,2,363.33
14595,93.33333333333333,6,1740.6000000000001
14597,101.5,2,866.2400000000001
14598,44.0,1,221.97000000000003
14600,306.0,1,393.3299999999999
14601,11.0,1,213.96000000000004
14603,275.0,1,660.0
14606,192.9777777777778,90,11926.15
14607,56.583333333333336,12,15021.5
14608,120.25,4,1785.15
14609,172.5,4,601.5600000000001
14616,282.0,3,406.08000000000004
14618,119.33333333333333,3,553.44
14619,246.0,1,394.43999999999994
14620,245.0,2,412.78
14621,146.6,5,1788.3599999999997
14622,185.0,1,320.58
14623,122.6,5,882.0200000000001
14624,58.0,2,225.84999999999997
14625,278.5,2,899.63
14626,111.25,4,2791.2699999999995
14628,166.5,2,671.96
14629,25.5,2,955.2599999999995
14631,195.0,3,1006.98
14632,263.0,1,114.55999999999999
14633,266.0,1,344.9000000000001
14636,152.5,2,609.85
14638,51.0,1,443.6
14639,166.0,6,2984.4900000000002
14640,126.16666666666667,6,2107.38
14641,22.0,1,110.46
14642,59.0,1,96.12
14643,264.0,2,693.8100000000001
14644,183.0,2,830.7600000000001
14645,216.5,2,597.09
14646,140.75342465753425,73,279138.01999999996
14647,201.0,1,236.03999999999996
14649,125.25,4,1402.5899999999997
14651,139.0,2,653.75
14652,77.0,1,114.18000000000002
14653,71.14285714285714,7,1916.7
14655,81.0,4,1932.2300000000002
14656,226.0,2,291.05000000000007
14657,195.25,4,848.2199999999998
14658,61.0,2,247.15
14659,172.55555555555554,9,2529.9300000000003
14660,94.0,2,285.74
14661,27.0,1,107.95
14662,214.0,4,741.3700000000003
14664,26.5,2,636.24
14665,211.2,5,1835.7000000000003
14666,24.0,1,179.95
14667,185.32,25,9170.79
14669,302.6666666666667,3,1259.24
14670,280.0,2,392.8600000000001
14672,285.5,2,765.5500000000002
14673,88.4,5,1736.3999999999999
14675,16.0,1,596.3599999999999
14676,159.66666666666666,6,2548.2400000000002
14680,211.625,16,28754.110000000004
14681,118.0,3,498.95
14682,194.5,2,52.0
14684,145.2,5,1201.5100000000002
14687,107.0,1,628.3799999999999
14688,183.8095238095238,21,5579.0999999999985
14689,209.0,1,112.80000000000001
14690,98.0,2,355.04999999999995
14691,96.6,5,2114.33
14692,248.25,4,591.55
14693,265.0,1,172.9
14696,189.0,7,2078.9500000000003
14697,218.0,2,188.61
14698,28.6,5,1217.27
14699,214.0,1,109.12999999999998
14700,153.33333333333334,3,2195.1
14701,197.33333333333334,9,2526.0899999999997
14702,156.41176470588235,17,3251.79
14703,15.0,1,318.1699999999999
14704,77.85714285714286,7,1461.6200000000003
14705,199.0,1,179.0
14708,175.33333333333334,3,1126.3700000000001
14709,153.07692307692307,13,4921.04
14710,33.25,4,599.48
